code,region,month_no,year,marriage
643,Российская Федерация,1,2006,55509
643,Российская Федерация,1,2007,59495
643,Российская Федерация,1,2008,58668
643,Российская Федерация,1,2009,65507
643,Российская Федерация,1,2010,62980
643,Российская Федерация,1,2011,57949
643,Российская Федерация,1,2012,55008
643,Российская Федерация,1,2013,56123
643,Российская Федерация,1,2014,59291
643,Российская Федерация,1,2015,58050
643,Российская Федерация,1,2016,48523
643,Российская Федерация,1,2017,50940
643,Российская Федерация,1,2018,49005
643,Российская Федерация,1,2019,45259
643,Российская Федерация,1,2020,41233
643,Российская Федерация,2,2006,62449
643,Российская Федерация,2,2007,68255
643,Российская Федерация,2,2008,68195
643,Российская Федерация,2,2009,81024
643,Российская Федерация,2,2010,64855
643,Российская Федерация,2,2011,68897
643,Российская Федерация,2,2012,69384
643,Российская Федерация,2,2013,66604
643,Российская Федерация,2,2014,77817
643,Российская Федерация,2,2015,67918
643,Российская Федерация,2,2016,55748
643,Российская Федерация,2,2017,63581
643,Российская Федерация,2,2018,52972
643,Российская Федерация,2,2019,49792
643,Российская Федерация,2,2020,65799
643,Российская Федерация,3,2006,70798
643,Российская Федерация,3,2007,68173
643,Российская Федерация,3,2008,85275
643,Российская Федерация,3,2009,65250
643,Российская Федерация,3,2010,58124
643,Российская Федерация,3,2011,73713
643,Российская Федерация,3,2012,62912
643,Российская Федерация,3,2013,95343
643,Российская Федерация,3,2014,70717
643,Российская Федерация,3,2015,57537
643,Российская Федерация,3,2016,64867
643,Российская Федерация,3,2017,59183
643,Российская Федерация,3,2018,56637
643,Российская Федерация,3,2019,65253
643,Российская Федерация,3,2020,49667
643,Российская Федерация,4,2006,86055
643,Российская Федерация,4,2007,106800
643,Российская Федерация,4,2008,70528
643,Российская Федерация,4,2009,98242
643,Российская Федерация,4,2010,121953
643,Российская Федерация,4,2011,93631
643,Российская Федерация,4,2012,97401
643,Российская Федерация,4,2013,67605
643,Российская Федерация,4,2014,93571
643,Российская Федерация,4,2015,97256
643,Российская Федерация,4,2016,58968
643,Российская Федерация,4,2017,84361
643,Российская Федерация,4,2018,79258
643,Российская Федерация,4,2019,56818
643,Российская Федерация,4,2020,33787
643,Российская Федерация,5,2006,35960
643,Российская Федерация,5,2007,39331
643,Российская Федерация,5,2008,52634
643,Российская Федерация,5,2009,45622
643,Российская Федерация,5,2010,41339
643,Российская Федерация,5,2011,46364
643,Российская Федерация,5,2012,45128
643,Российская Федерация,5,2013,49712
643,Российская Федерация,5,2014,53922
643,Российская Федерация,5,2015,47687
643,Российская Федерация,5,2016,47334
643,Российская Федерация,5,2017,40851
643,Российская Федерация,5,2018,39756
643,Российская Федерация,5,2019,43531
643,Российская Федерация,5,2020,15074
643,Российская Федерация,6,2006,111409
643,Российская Федерация,6,2007,119012
643,Российская Федерация,6,2008,119283
643,Российская Федерация,6,2009,118230
643,Российская Федерация,6,2010,113994
643,Российская Федерация,6,2011,132709
643,Российская Федерация,6,2012,137667
643,Российская Федерация,6,2013,146512
643,Российская Федерация,6,2014,128954
643,Российская Федерация,6,2015,114524
643,Российская Федерация,6,2016,114936
643,Российская Федерация,6,2017,111901
643,Российская Федерация,6,2018,103451
643,Российская Федерация,6,2019,104709
643,Российская Федерация,6,2020,68408
643,Российская Федерация,7,2006,127475
643,Российская Федерация,7,2007,147253
643,Российская Федерация,7,2008,125496
643,Российская Федерация,7,2009,138227
643,Российская Федерация,7,2010,164233
643,Российская Федерация,7,2011,162556
643,Российская Федерация,7,2012,144355
643,Российская Федерация,7,2013,141354
643,Российская Федерация,7,2014,139684
643,Российская Федерация,7,2015,142572
643,Российская Федерация,7,2016,138733
643,Российская Федерация,7,2017,150368
643,Российская Федерация,7,2018,114416
643,Российская Федерация,7,2019,112845
643,Российская Федерация,7,2020,94393
643,Российская Федерация,8,2006,149120
643,Российская Федерация,8,2007,163630
643,Российская Федерация,8,2008,192591
643,Российская Федерация,8,2009,164684
643,Российская Федерация,8,2010,153402
643,Российская Федерация,8,2011,157766
643,Российская Федерация,8,2012,168085
643,Российская Федерация,8,2013,181745
643,Российская Федерация,8,2014,176269
643,Российская Федерация,8,2015,160667
643,Российская Федерация,8,2016,131756
643,Российская Федерация,8,2017,138775
643,Российская Федерация,8,2018,149966
643,Российская Федерация,8,2019,133217
643,Российская Федерация,8,2020,116921
643,Российская Федерация,9,2006,151116
643,Российская Федерация,9,2007,152696
643,Российская Федерация,9,2008,129196
643,Российская Федерация,9,2009,141188
643,Российская Федерация,9,2010,143937
643,Российская Федерация,9,2011,168510
643,Российская Федерация,9,2012,152328
643,Российская Федерация,9,2013,144512
643,Российская Федерация,9,2014,134342
643,Российская Федерация,9,2015,131936
643,Российская Федерация,9,2016,115462
643,Российская Федерация,9,2017,125720
643,Российская Федерация,9,2018,113178
643,Российская Федерация,9,2019,107033
643,Российская Федерация,9,2020,95794
643,Российская Федерация,10,2006,95192
643,Российская Федерация,10,2007,108414
643,Российская Федерация,10,2008,107600
643,Российская Федерация,10,2009,113820
643,Российская Федерация,10,2010,122144
643,Российская Федерация,10,2011,121711
643,Российская Федерация,10,2012,100937
643,Российская Федерация,10,2013,102743
643,Российская Федерация,10,2014,106211
643,Российская Федерация,10,2015,104838
643,Российская Федерация,10,2016,82752
643,Российская Федерация,10,2017,80249
643,Российская Федерация,10,2018,44413
643,Российская Федерация,10,2019,82727
643,Российская Федерация,10,2020,81188
643,Российская Федерация,11,2006,86480
643,Российская Федерация,11,2007,112961
643,Российская Федерация,11,2008,92839
643,Российская Федерация,11,2009,85295
643,Российская Федерация,11,2010,86570
643,Российская Федерация,11,2011,118181
643,Российская Федерация,11,2012,88892
643,Российская Федерация,11,2013,92859
643,Российская Федерация,11,2014,83880
643,Российская Федерация,11,2015,82151
643,Российская Федерация,11,2016,64092
643,Российская Федерация,11,2017,70951
643,Российская Федерация,11,2018,43870
643,Российская Федерация,11,2019,75722
643,Российская Федерация,11,2020,54375
643,Российская Федерация,12,2006,82101
643,Российская Федерация,12,2007,116561
643,Российская Федерация,12,2008,76409
643,Российская Федерация,12,2009,82351
643,Российская Федерация,12,2010,81559
643,Российская Федерация,12,2011,114122
643,Российская Федерация,12,2012,91519
643,Российская Федерация,12,2013,80145
643,Российская Федерация,12,2014,80742
643,Российская Федерация,12,2015,95908
643,Российская Федерация,12,2016,62663
643,Российская Федерация,12,2017,72845
643,Российская Федерация,12,2018,47252
643,Российская Федерация,12,2019,73199
643,Российская Федерация,12,2020,54121
30,Центральный федеральный округ,1,2006,14845
30,Центральный федеральный округ,1,2007,15433
30,Центральный федеральный округ,1,2008,14601
30,Центральный федеральный округ,1,2009,17591
30,Центральный федеральный округ,1,2010,17083
30,Центральный федеральный округ,1,2011,15401
30,Центральный федеральный округ,1,2012,14061
30,Центральный федеральный округ,1,2013,14213
30,Центральный федеральный округ,1,2014,15406
30,Центральный федеральный округ,1,2015,15717
30,Центральный федеральный округ,1,2016,13118
30,Центральный федеральный округ,1,2017,13495
30,Центральный федеральный округ,1,2018,13189
30,Центральный федеральный округ,1,2019,11973
30,Центральный федеральный округ,1,2020,10558
30,Центральный федеральный округ,2,2006,16414
30,Центральный федеральный округ,2,2007,17430
30,Центральный федеральный округ,2,2008,16440
30,Центральный федеральный округ,2,2009,21924
30,Центральный федеральный округ,2,2010,15943
30,Центральный федеральный округ,2,2011,17816
30,Центральный федеральный округ,2,2012,18281
30,Центральный федеральный округ,2,2013,16548
30,Центральный федеральный округ,2,2014,20903
30,Центральный федеральный округ,2,2015,18472
30,Центральный федеральный округ,2,2016,14981
30,Центральный федеральный округ,2,2017,17385
30,Центральный федеральный округ,2,2018,14085
30,Центральный федеральный округ,2,2019,13529
30,Центральный федеральный округ,2,2020,18234
30,Центральный федеральный округ,3,2006,15753
30,Центральный федеральный округ,3,2007,13878
30,Центральный федеральный округ,3,2008,20827
30,Центральный федеральный округ,3,2009,13742
30,Центральный федеральный округ,3,2010,10648
30,Центральный федеральный округ,3,2011,16341
30,Центральный федеральный округ,3,2012,12312
30,Центральный федеральный округ,3,2013,24059
30,Центральный федеральный округ,3,2014,17303
30,Центральный федеральный округ,3,2015,13067
30,Центральный федеральный округ,3,2016,16392
30,Центральный федеральный округ,3,2017,12728
30,Центральный федеральный округ,3,2018,12515
30,Центральный федеральный округ,3,2019,16970
30,Центральный федеральный округ,3,2020,11708
30,Центральный федеральный округ,4,2006,21803
30,Центральный федеральный округ,4,2007,29703
30,Центральный федеральный округ,4,2008,14798
30,Центральный федеральный округ,4,2009,26626
30,Центральный федеральный округ,4,2010,34323
30,Центральный федеральный округ,4,2011,23867
30,Центральный федеральный округ,4,2012,25840
30,Центральный федеральный округ,4,2013,13359
30,Центральный федеральный округ,4,2014,24744
30,Центральный федеральный округ,4,2015,27693
30,Центральный федеральный округ,4,2016,12792
30,Центральный федеральный округ,4,2017,23696
30,Центральный федеральный округ,4,2018,22744
30,Центральный федеральный округ,4,2019,13336
30,Центральный федеральный округ,4,2020,9127
30,Центральный федеральный округ,5,2006,9384
30,Центральный федеральный округ,5,2007,10529
30,Центральный федеральный округ,5,2008,15293
30,Центральный федеральный округ,5,2009,12863
30,Центральный федеральный округ,5,2010,10953
30,Центральный федеральный округ,5,2011,12990
30,Центральный федеральный округ,5,2012,11742
30,Центральный федеральный округ,5,2013,14145
30,Центральный федеральный округ,5,2014,15630
30,Центральный федеральный округ,5,2015,13730
30,Центральный федеральный округ,5,2016,14128
30,Центральный федеральный округ,5,2017,11088
30,Центральный федеральный округ,5,2018,10688
30,Центральный федеральный округ,5,2019,13144
30,Центральный федеральный округ,5,2020,3812
30,Центральный федеральный округ,6,2006,29571
30,Центральный федеральный округ,6,2007,31572
30,Центральный федеральный округ,6,2008,32396
30,Центральный федеральный округ,6,2009,31881
30,Центральный федеральный округ,6,2010,28590
30,Центральный федеральный округ,6,2011,35564
30,Центральный федеральный округ,6,2012,35952
30,Центральный федеральный округ,6,2013,40809
30,Центральный федеральный округ,6,2014,35078
30,Центральный федеральный округ,6,2015,30838
30,Центральный федеральный округ,6,2016,32717
30,Центральный федеральный округ,6,2017,31868
30,Центральный федеральный округ,6,2018,28580
30,Центральный федеральный округ,6,2019,30258
30,Центральный федеральный округ,6,2020,17992
30,Центральный федеральный округ,7,2006,35691
30,Центральный федеральный округ,7,2007,41328
30,Центральный федеральный округ,7,2008,33882
30,Центральный федеральный округ,7,2009,37662
30,Центральный федеральный округ,7,2010,45494
30,Центральный федеральный округ,7,2011,43382
30,Центральный федеральный округ,7,2012,38734
30,Центральный федеральный округ,7,2013,39138
30,Центральный федеральный округ,7,2014,39875
30,Центральный федеральный округ,7,2015,40347
30,Центральный федеральный округ,7,2016,39471
30,Центральный федеральный округ,7,2017,42925
30,Центральный федеральный округ,7,2018,32746
30,Центральный федеральный округ,7,2019,31762
30,Центральный федеральный округ,7,2020,24656
30,Центральный федеральный округ,8,2006,39263
30,Центральный федеральный округ,8,2007,42609
30,Центральный федеральный округ,8,2008,50269
30,Центральный федеральный округ,8,2009,45051
30,Центральный федеральный округ,8,2010,40312
30,Центральный федеральный округ,8,2011,41717
30,Центральный федеральный округ,8,2012,44401
30,Центральный федеральный округ,8,2013,49167
30,Центральный федеральный округ,8,2014,48272
30,Центральный федеральный округ,8,2015,44041
30,Центральный федеральный округ,8,2016,35710
30,Центральный федеральный округ,8,2017,38382
30,Центральный федеральный округ,8,2018,41523
30,Центральный федеральный округ,8,2019,38129
30,Центральный федеральный округ,8,2020,33330
30,Центральный федеральный округ,9,2006,40480
30,Центральный федеральный округ,9,2007,41779
30,Центральный федеральный округ,9,2008,34894
30,Центральный федеральный округ,9,2009,38480
30,Центральный федеральный округ,9,2010,37866
30,Центральный федеральный округ,9,2011,44597
30,Центральный федеральный округ,9,2012,40343
30,Центральный федеральный округ,9,2013,37963
30,Центральный федеральный округ,9,2014,36006
30,Центральный федеральный округ,9,2015,36329
30,Центральный федеральный округ,9,2016,31401
30,Центральный федеральный округ,9,2017,34822
30,Центральный федеральный округ,9,2018,31354
30,Центральный федеральный округ,9,2019,29934
30,Центральный федеральный округ,9,2020,26823
30,Центральный федеральный округ,10,2006,24137
30,Центральный федеральный округ,10,2007,27545
30,Центральный федеральный округ,10,2008,26311
30,Центральный федеральный округ,10,2009,28249
30,Центральный федеральный округ,10,2010,30139
30,Центральный федеральный округ,10,2011,30585
30,Центральный федеральный округ,10,2012,24202
30,Центральный федеральный округ,10,2013,25460
30,Центральный федеральный округ,10,2014,27970
30,Центральный федеральный округ,10,2015,27551
30,Центральный федеральный округ,10,2016,21207
30,Центральный федеральный округ,10,2017,20976
30,Центральный федеральный округ,10,2018,10681
30,Центральный федеральный округ,10,2019,21784
30,Центральный федеральный округ,10,2020,21810
30,Центральный федеральный округ,11,2006,21207
30,Центральный федеральный округ,11,2007,28827
30,Центральный федеральный округ,11,2008,23424
30,Центральный федеральный округ,11,2009,21554
30,Центральный федеральный округ,11,2010,21280
30,Центральный федеральный округ,11,2011,29506
30,Центральный федеральный округ,11,2012,21602
30,Центральный федеральный округ,11,2013,23779
30,Центральный федеральный округ,11,2014,22210
30,Центральный федеральный округ,11,2015,21747
30,Центральный федеральный округ,11,2016,16157
30,Центральный федеральный округ,11,2017,18567
30,Центральный федеральный округ,11,2018,10746
30,Центральный федеральный округ,11,2019,19811
30,Центральный федеральный округ,11,2020,14451
30,Центральный федеральный округ,12,2006,19009
30,Центральный федеральный округ,12,2007,27525
30,Центральный федеральный округ,12,2008,17748
30,Центральный федеральный округ,12,2009,18466
30,Центральный федеральный округ,12,2010,18376
30,Центральный федеральный округ,12,2011,26698
30,Центральный федеральный округ,12,2012,21409
30,Центральный федеральный округ,12,2013,19355
30,Центральный федеральный округ,12,2014,19425
30,Центральный федеральный округ,12,2015,23625
30,Центральный федеральный округ,12,2016,15466
30,Центральный федеральный округ,12,2017,18252
30,Центральный федеральный округ,12,2018,11126
30,Центральный федеральный округ,12,2019,18966
30,Центральный федеральный округ,12,2020,13373
1.4e+10,Белгородская область,1,2006,686
1.4e+10,Белгородская область,1,2007,739
1.4e+10,Белгородская область,1,2008,572
1.4e+10,Белгородская область,1,2009,723
1.4e+10,Белгородская область,1,2010,730
1.4e+10,Белгородская область,1,2011,655
1.4e+10,Белгородская область,1,2012,528
1.4e+10,Белгородская область,1,2013,686
1.4e+10,Белгородская область,1,2014,662
1.4e+10,Белгородская область,1,2015,641
1.4e+10,Белгородская область,1,2016,438
1.4e+10,Белгородская область,1,2017,564
1.4e+10,Белгородская область,1,2018,488
1.4e+10,Белгородская область,1,2019,416
1.4e+10,Белгородская область,1,2020,320
1.4e+10,Белгородская область,2,2006,751
1.4e+10,Белгородская область,2,2007,801
1.4e+10,Белгородская область,2,2008,678
1.4e+10,Белгородская область,2,2009,961
1.4e+10,Белгородская область,2,2010,599
1.4e+10,Белгородская область,2,2011,740
1.4e+10,Белгородская область,2,2012,740
1.4e+10,Белгородская область,2,2013,702
1.4e+10,Белгородская область,2,2014,872
1.4e+10,Белгородская область,2,2015,724
1.4e+10,Белгородская область,2,2016,535
1.4e+10,Белгородская область,2,2017,705
1.4e+10,Белгородская область,2,2018,551
1.4e+10,Белгородская область,2,2019,457
1.4e+10,Белгородская область,2,2020,598
1.4e+10,Белгородская область,3,2006,639
1.4e+10,Белгородская область,3,2007,435
1.4e+10,Белгородская область,3,2008,865
1.4e+10,Белгородская область,3,2009,468
1.4e+10,Белгородская область,3,2010,343
1.4e+10,Белгородская область,3,2011,647
1.4e+10,Белгородская область,3,2012,383
1.4e+10,Белгородская область,3,2013,1004
1.4e+10,Белгородская область,3,2014,594
1.4e+10,Белгородская область,3,2015,385
1.4e+10,Белгородская область,3,2016,556
1.4e+10,Белгородская область,3,2017,399
1.4e+10,Белгородская область,3,2018,376
1.4e+10,Белгородская область,3,2019,557
1.4e+10,Белгородская область,3,2020,310
1.4e+10,Белгородская область,4,2006,809
1.4e+10,Белгородская область,4,2007,1328
1.4e+10,Белгородская область,4,2008,460
1.4e+10,Белгородская область,4,2009,1092
1.4e+10,Белгородская область,4,2010,1415
1.4e+10,Белгородская область,4,2011,954
1.4e+10,Белгородская область,4,2012,1059
1.4e+10,Белгородская область,4,2013,420
1.4e+10,Белгородская область,4,2014,1048
1.4e+10,Белгородская область,4,2015,1138
1.4e+10,Белгородская область,4,2016,338
1.4e+10,Белгородская область,4,2017,991
1.4e+10,Белгородская область,4,2018,889
1.4e+10,Белгородская область,4,2019,405
1.4e+10,Белгородская область,4,2020,388
1.4e+10,Белгородская область,5,2006,427
1.4e+10,Белгородская область,5,2007,363
1.4e+10,Белгородская область,5,2008,639
1.4e+10,Белгородская область,5,2009,501
1.4e+10,Белгородская область,5,2010,496
1.4e+10,Белгородская область,5,2011,510
1.4e+10,Белгородская область,5,2012,421
1.4e+10,Белгородская область,5,2013,587
1.4e+10,Белгородская область,5,2014,605
1.4e+10,Белгородская область,5,2015,480
1.4e+10,Белгородская область,5,2016,610
1.4e+10,Белгородская область,5,2017,346
1.4e+10,Белгородская область,5,2018,366
1.4e+10,Белгородская область,5,2019,428
1.4e+10,Белгородская область,5,2020,204
1.4e+10,Белгородская область,6,2006,1240
1.4e+10,Белгородская область,6,2007,1265
1.4e+10,Белгородская область,6,2008,1327
1.4e+10,Белгородская область,6,2009,1237
1.4e+10,Белгородская область,6,2010,1060
1.4e+10,Белгородская область,6,2011,1545
1.4e+10,Белгородская область,6,2012,1433
1.4e+10,Белгородская область,6,2013,1809
1.4e+10,Белгородская область,6,2014,1508
1.4e+10,Белгородская область,6,2015,1191
1.4e+10,Белгородская область,6,2016,1273
1.4e+10,Белгородская область,6,2017,1316
1.4e+10,Белгородская область,6,2018,1117
1.4e+10,Белгородская область,6,2019,1319
1.4e+10,Белгородская область,6,2020,808
1.4e+10,Белгородская область,7,2006,1581
1.4e+10,Белгородская область,7,2007,1843
1.4e+10,Белгородская область,7,2008,1409
1.4e+10,Белгородская область,7,2009,1450
1.4e+10,Белгородская область,7,2010,1948
1.4e+10,Белгородская область,7,2011,1787
1.4e+10,Белгородская область,7,2012,1569
1.4e+10,Белгородская область,7,2013,1597
1.4e+10,Белгородская область,7,2014,1577
1.4e+10,Белгородская область,7,2015,1530
1.4e+10,Белгородская область,7,2016,1383
1.4e+10,Белгородская область,7,2017,1820
1.4e+10,Белгородская область,7,2018,1357
1.4e+10,Белгородская область,7,2019,1279
1.4e+10,Белгородская область,7,2020,973
1.4e+10,Белгородская область,8,2006,1787
1.4e+10,Белгородская область,8,2007,1926
1.4e+10,Белгородская область,8,2008,2191
1.4e+10,Белгородская область,8,2009,2072
1.4e+10,Белгородская область,8,2010,1800
1.4e+10,Белгородская область,8,2011,1834
1.4e+10,Белгородская область,8,2012,1835
1.4e+10,Белгородская область,8,2013,2131
1.4e+10,Белгородская область,8,2014,2076
1.4e+10,Белгородская область,8,2015,1900
1.4e+10,Белгородская область,8,2016,1395
1.4e+10,Белгородская область,8,2017,1566
1.4e+10,Белгородская область,8,2018,1898
1.4e+10,Белгородская область,8,2019,1638
1.4e+10,Белгородская область,8,2020,1336
1.4e+10,Белгородская область,9,2006,1787
1.4e+10,Белгородская область,9,2007,1980
1.4e+10,Белгородская область,9,2008,1483
1.4e+10,Белгородская область,9,2009,1660
1.4e+10,Белгородская область,9,2010,1665
1.4e+10,Белгородская область,9,2011,2057
1.4e+10,Белгородская область,9,2012,1771
1.4e+10,Белгородская область,9,2013,1812
1.4e+10,Белгородская область,9,2014,1550
1.4e+10,Белгородская область,9,2015,1661
1.4e+10,Белгородская область,9,2016,1194
1.4e+10,Белгородская область,9,2017,1510
1.4e+10,Белгородская область,9,2018,1446
1.4e+10,Белгородская область,9,2019,1273
1.4e+10,Белгородская область,9,2020,968
1.4e+10,Белгородская область,10,2006,1140
1.4e+10,Белгородская область,10,2007,1329
1.4e+10,Белгородская область,10,2008,1137
1.4e+10,Белгородская область,10,2009,1216
1.4e+10,Белгородская область,10,2010,1371
1.4e+10,Белгородская область,10,2011,1494
1.4e+10,Белгородская область,10,2012,1035
1.4e+10,Белгородская область,10,2013,1067
1.4e+10,Белгородская область,10,2014,1137
1.4e+10,Белгородская область,10,2015,1214
1.4e+10,Белгородская область,10,2016,806
1.4e+10,Белгородская область,10,2017,816
1.4e+10,Белгородская область,10,2018,763
1.4e+10,Белгородская область,10,2019,866
1.4e+10,Белгородская область,10,2020,715
1.4e+10,Белгородская область,11,2006,957
1.4e+10,Белгородская область,11,2007,1531
1.4e+10,Белгородская область,11,2008,966
1.4e+10,Белгородская область,11,2009,905
1.4e+10,Белгородская область,11,2010,899
1.4e+10,Белгородская область,11,2011,1469
1.4e+10,Белгородская область,11,2012,900
1.4e+10,Белгородская область,11,2013,989
1.4e+10,Белгородская область,11,2014,911
1.4e+10,Белгородская область,11,2015,988
1.4e+10,Белгородская область,11,2016,551
1.4e+10,Белгородская область,11,2017,679
1.4e+10,Белгородская область,11,2018,657
1.4e+10,Белгородская область,11,2019,829
1.4e+10,Белгородская область,11,2020,447
1.4e+10,Белгородская область,12,2006,615
1.4e+10,Белгородская область,12,2007,1359
1.4e+10,Белгородская область,12,2008,648
1.4e+10,Белгородская область,12,2009,632
1.4e+10,Белгородская область,12,2010,651
1.4e+10,Белгородская область,12,2011,1272
1.4e+10,Белгородская область,12,2012,726
1.4e+10,Белгородская область,12,2013,672
1.4e+10,Белгородская область,12,2014,667
1.4e+10,Белгородская область,12,2015,1007
1.4e+10,Белгородская область,12,2016,443
1.4e+10,Белгородская область,12,2017,575
1.4e+10,Белгородская область,12,2018,524
1.4e+10,Белгородская область,12,2019,871
1.4e+10,Белгородская область,12,2020,409
1.5e+10,Брянская область,1,2006,471
1.5e+10,Брянская область,1,2007,480
1.5e+10,Брянская область,1,2008,375
1.5e+10,Брянская область,1,2009,517
1.5e+10,Брянская область,1,2010,522
1.5e+10,Брянская область,1,2011,449
1.5e+10,Брянская область,1,2012,399
1.5e+10,Брянская область,1,2013,456
1.5e+10,Брянская область,1,2014,449
1.5e+10,Брянская область,1,2015,482
1.5e+10,Брянская область,1,2016,353
1.5e+10,Брянская область,1,2017,376
1.5e+10,Брянская область,1,2018,364
1.5e+10,Брянская область,1,2019,332
1.5e+10,Брянская область,1,2020,260
1.5e+10,Брянская область,2,2006,625
1.5e+10,Брянская область,2,2007,672
1.5e+10,Брянская область,2,2008,567
1.5e+10,Брянская область,2,2009,836
1.5e+10,Брянская область,2,2010,572
1.5e+10,Брянская область,2,2011,715
1.5e+10,Брянская область,2,2012,626
1.5e+10,Брянская область,2,2013,591
1.5e+10,Брянская область,2,2014,691
1.5e+10,Брянская область,2,2015,601
1.5e+10,Брянская область,2,2016,437
1.5e+10,Брянская область,2,2017,546
1.5e+10,Брянская область,2,2018,423
1.5e+10,Брянская область,2,2019,439
1.5e+10,Брянская область,2,2020,513
1.5e+10,Брянская область,3,2006,554
1.5e+10,Брянская область,3,2007,334
1.5e+10,Брянская область,3,2008,755
1.5e+10,Брянская область,3,2009,375
1.5e+10,Брянская область,3,2010,286
1.5e+10,Брянская область,3,2011,539
1.5e+10,Брянская область,3,2012,323
1.5e+10,Брянская область,3,2013,758
1.5e+10,Брянская область,3,2014,436
1.5e+10,Брянская область,3,2015,282
1.5e+10,Брянская область,3,2016,446
1.5e+10,Брянская область,3,2017,298
1.5e+10,Брянская область,3,2018,297
1.5e+10,Брянская область,3,2019,481
1.5e+10,Брянская область,3,2020,268
1.5e+10,Брянская область,4,2006,665
1.5e+10,Брянская область,4,2007,1031
1.5e+10,Брянская область,4,2008,377
1.5e+10,Брянская область,4,2009,836
1.5e+10,Брянская область,4,2010,1115
1.5e+10,Брянская область,4,2011,664
1.5e+10,Брянская область,4,2012,840
1.5e+10,Брянская область,4,2013,303
1.5e+10,Брянская область,4,2014,727
1.5e+10,Брянская область,4,2015,803
1.5e+10,Брянская область,4,2016,225
1.5e+10,Брянская область,4,2017,646
1.5e+10,Брянская область,4,2018,651
1.5e+10,Брянская область,4,2019,271
1.5e+10,Брянская область,4,2020,227
1.5e+10,Брянская область,5,2006,239
1.5e+10,Брянская область,5,2007,274
1.5e+10,Брянская область,5,2008,401
1.5e+10,Брянская область,5,2009,340
1.5e+10,Брянская область,5,2010,300
1.5e+10,Брянская область,5,2011,318
1.5e+10,Брянская область,5,2012,292
1.5e+10,Брянская область,5,2013,384
1.5e+10,Брянская область,5,2014,385
1.5e+10,Брянская область,5,2015,306
1.5e+10,Брянская область,5,2016,355
1.5e+10,Брянская область,5,2017,270
1.5e+10,Брянская область,5,2018,243
1.5e+10,Брянская область,5,2019,341
1.5e+10,Брянская область,5,2020,79
1.5e+10,Брянская область,6,2006,1062
1.5e+10,Брянская область,6,2007,1168
1.5e+10,Брянская область,6,2008,1192
1.5e+10,Брянская область,6,2009,1104
1.5e+10,Брянская область,6,2010,921
1.5e+10,Брянская область,6,2011,1127
1.5e+10,Брянская область,6,2012,1052
1.5e+10,Брянская область,6,2013,1289
1.5e+10,Брянская область,6,2014,1224
1.5e+10,Брянская область,6,2015,997
1.5e+10,Брянская область,6,2016,956
1.5e+10,Брянская область,6,2017,944
1.5e+10,Брянская область,6,2018,849
1.5e+10,Брянская область,6,2019,888
1.5e+10,Брянская область,6,2020,500
1.5e+10,Брянская область,7,2006,1349
1.5e+10,Брянская область,7,2007,1647
1.5e+10,Брянская область,7,2008,1241
1.5e+10,Брянская область,7,2009,1300
1.5e+10,Брянская область,7,2010,1642
1.5e+10,Брянская область,7,2011,1596
1.5e+10,Брянская область,7,2012,1458
1.5e+10,Брянская область,7,2013,1318
1.5e+10,Брянская область,7,2014,1387
1.5e+10,Брянская область,7,2015,1243
1.5e+10,Брянская область,7,2016,1216
1.5e+10,Брянская область,7,2017,1399
1.5e+10,Брянская область,7,2018,995
1.5e+10,Брянская область,7,2019,1020
1.5e+10,Брянская область,7,2020,738
1.5e+10,Брянская область,8,2006,1596
1.5e+10,Брянская область,8,2007,1821
1.5e+10,Брянская область,8,2008,1957
1.5e+10,Брянская область,8,2009,1741
1.5e+10,Брянская область,8,2010,1416
1.5e+10,Брянская область,8,2011,1590
1.5e+10,Брянская область,8,2012,1530
1.5e+10,Брянская область,8,2013,1707
1.5e+10,Брянская область,8,2014,1711
1.5e+10,Брянская область,8,2015,1552
1.5e+10,Брянская область,8,2016,1191
1.5e+10,Брянская область,8,2017,1230
1.5e+10,Брянская область,8,2018,1370
1.5e+10,Брянская область,8,2019,1252
1.5e+10,Брянская область,8,2020,1065
1.5e+10,Брянская область,9,2006,1427
1.5e+10,Брянская область,9,2007,1508
1.5e+10,Брянская область,9,2008,1159
1.5e+10,Брянская область,9,2009,1196
1.5e+10,Брянская область,9,2010,1197
1.5e+10,Брянская область,9,2011,1578
1.5e+10,Брянская область,9,2012,1326
1.5e+10,Брянская область,9,2013,1204
1.5e+10,Брянская область,9,2014,1072
1.5e+10,Брянская область,9,2015,1060
1.5e+10,Брянская область,9,2016,922
1.5e+10,Брянская область,9,2017,1054
1.5e+10,Брянская область,9,2018,910
1.5e+10,Брянская область,9,2019,871
1.5e+10,Брянская область,9,2020,781
1.5e+10,Брянская область,10,2006,765
1.5e+10,Брянская область,10,2007,921
1.5e+10,Брянская область,10,2008,933
1.5e+10,Брянская область,10,2009,914
1.5e+10,Брянская область,10,2010,974
1.5e+10,Брянская область,10,2011,979
1.5e+10,Брянская область,10,2012,775
1.5e+10,Брянская область,10,2013,737
1.5e+10,Брянская область,10,2014,837
1.5e+10,Брянская область,10,2015,830
1.5e+10,Брянская область,10,2016,586
1.5e+10,Брянская область,10,2017,663
1.5e+10,Брянская область,10,2018,388
1.5e+10,Брянская область,10,2019,621
1.5e+10,Брянская область,10,2020,537
1.5e+10,Брянская область,11,2006,806
1.5e+10,Брянская область,11,2007,1207
