code,region,month_no,year,marriage
7.61e+10,Агинский Бурятский округ (Забайкальский край),6,2019,
7.61e+10,Агинский Бурятский округ (Забайкальский край),6,2020,
7.61e+10,Агинский Бурятский округ (Забайкальский край),7,2006,81
7.61e+10,Агинский Бурятский округ (Забайкальский край),7,2007,86
7.61e+10,Агинский Бурятский округ (Забайкальский край),7,2008,99
7.61e+10,Агинский Бурятский округ (Забайкальский край),7,2009,96
7.61e+10,Агинский Бурятский округ (Забайкальский край),7,2010,82
7.61e+10,Агинский Бурятский округ (Забайкальский край),7,2011,
7.61e+10,Агинский Бурятский округ (Забайкальский край),7,2012,
7.61e+10,Агинский Бурятский округ (Забайкальский край),7,2013,
7.61e+10,Агинский Бурятский округ (Забайкальский край),7,2014,
7.61e+10,Агинский Бурятский округ (Забайкальский край),7,2015,
7.61e+10,Агинский Бурятский округ (Забайкальский край),7,2016,
7.61e+10,Агинский Бурятский округ (Забайкальский край),7,2017,
7.61e+10,Агинский Бурятский округ (Забайкальский край),7,2018,
7.61e+10,Агинский Бурятский округ (Забайкальский край),7,2019,
7.61e+10,Агинский Бурятский округ (Забайкальский край),7,2020,
7.61e+10,Агинский Бурятский округ (Забайкальский край),8,2006,113
7.61e+10,Агинский Бурятский округ (Забайкальский край),8,2007,94
7.61e+10,Агинский Бурятский округ (Забайкальский край),8,2008,92
7.61e+10,Агинский Бурятский округ (Забайкальский край),8,2009,97
7.61e+10,Агинский Бурятский округ (Забайкальский край),8,2010,92
7.61e+10,Агинский Бурятский округ (Забайкальский край),8,2011,
7.61e+10,Агинский Бурятский округ (Забайкальский край),8,2012,
7.61e+10,Агинский Бурятский округ (Забайкальский край),8,2013,
7.61e+10,Агинский Бурятский округ (Забайкальский край),8,2014,
7.61e+10,Агинский Бурятский округ (Забайкальский край),8,2015,
7.61e+10,Агинский Бурятский округ (Забайкальский край),8,2016,
7.61e+10,Агинский Бурятский округ (Забайкальский край),8,2017,
7.61e+10,Агинский Бурятский округ (Забайкальский край),8,2018,
7.61e+10,Агинский Бурятский округ (Забайкальский край),8,2019,
7.61e+10,Агинский Бурятский округ (Забайкальский край),8,2020,
7.61e+10,Агинский Бурятский округ (Забайкальский край),9,2006,72
7.61e+10,Агинский Бурятский округ (Забайкальский край),9,2007,74
7.61e+10,Агинский Бурятский округ (Забайкальский край),9,2008,72
7.61e+10,Агинский Бурятский округ (Забайкальский край),9,2009,61
7.61e+10,Агинский Бурятский округ (Забайкальский край),9,2010,64
7.61e+10,Агинский Бурятский округ (Забайкальский край),9,2011,
7.61e+10,Агинский Бурятский округ (Забайкальский край),9,2012,
7.61e+10,Агинский Бурятский округ (Забайкальский край),9,2013,
7.61e+10,Агинский Бурятский округ (Забайкальский край),9,2014,
7.61e+10,Агинский Бурятский округ (Забайкальский край),9,2015,
7.61e+10,Агинский Бурятский округ (Забайкальский край),9,2016,
7.61e+10,Агинский Бурятский округ (Забайкальский край),9,2017,
7.61e+10,Агинский Бурятский округ (Забайкальский край),9,2018,
7.61e+10,Агинский Бурятский округ (Забайкальский край),9,2019,
7.61e+10,Агинский Бурятский округ (Забайкальский край),9,2020,
7.61e+10,Агинский Бурятский округ (Забайкальский край),10,2006,92
7.61e+10,Агинский Бурятский округ (Забайкальский край),10,2007,107
7.61e+10,Агинский Бурятский округ (Забайкальский край),10,2008,89
7.61e+10,Агинский Бурятский округ (Забайкальский край),10,2009,61
7.61e+10,Агинский Бурятский округ (Забайкальский край),10,2010,66
7.61e+10,Агинский Бурятский округ (Забайкальский край),10,2011,
7.61e+10,Агинский Бурятский округ (Забайкальский край),10,2012,
7.61e+10,Агинский Бурятский округ (Забайкальский край),10,2013,
7.61e+10,Агинский Бурятский округ (Забайкальский край),10,2014,
7.61e+10,Агинский Бурятский округ (Забайкальский край),10,2015,
7.61e+10,Агинский Бурятский округ (Забайкальский край),10,2016,
7.61e+10,Агинский Бурятский округ (Забайкальский край),10,2017,
7.61e+10,Агинский Бурятский округ (Забайкальский край),10,2018,
7.61e+10,Агинский Бурятский округ (Забайкальский край),10,2019,
7.61e+10,Агинский Бурятский округ (Забайкальский край),10,2020,
7.61e+10,Агинский Бурятский округ (Забайкальский край),11,2006,60
7.61e+10,Агинский Бурятский округ (Забайкальский край),11,2007,89
7.61e+10,Агинский Бурятский округ (Забайкальский край),11,2008,69
7.61e+10,Агинский Бурятский округ (Забайкальский край),11,2009,61
7.61e+10,Агинский Бурятский округ (Забайкальский край),11,2010,55
7.61e+10,Агинский Бурятский округ (Забайкальский край),11,2011,
7.61e+10,Агинский Бурятский округ (Забайкальский край),11,2012,
7.61e+10,Агинский Бурятский округ (Забайкальский край),11,2013,
7.61e+10,Агинский Бурятский округ (Забайкальский край),11,2014,
7.61e+10,Агинский Бурятский округ (Забайкальский край),11,2015,
7.61e+10,Агинский Бурятский округ (Забайкальский край),11,2016,
7.61e+10,Агинский Бурятский округ (Забайкальский край),11,2017,
7.61e+10,Агинский Бурятский округ (Забайкальский край),11,2018,
7.61e+10,Агинский Бурятский округ (Забайкальский край),11,2019,
7.61e+10,Агинский Бурятский округ (Забайкальский край),11,2020,
7.61e+10,Агинский Бурятский округ (Забайкальский край),12,2006,53
7.61e+10,Агинский Бурятский округ (Забайкальский край),12,2007,58
7.61e+10,Агинский Бурятский округ (Забайкальский край),12,2008,64
7.61e+10,Агинский Бурятский округ (Забайкальский край),12,2009,62
7.61e+10,Агинский Бурятский округ (Забайкальский край),12,2010,50
7.61e+10,Агинский Бурятский округ (Забайкальский край),12,2011,
7.61e+10,Агинский Бурятский округ (Забайкальский край),12,2012,
7.61e+10,Агинский Бурятский округ (Забайкальский край),12,2013,
7.61e+10,Агинский Бурятский округ (Забайкальский край),12,2014,
7.61e+10,Агинский Бурятский округ (Забайкальский край),12,2015,
7.61e+10,Агинский Бурятский округ (Забайкальский край),12,2016,
7.61e+10,Агинский Бурятский округ (Забайкальский край),12,2017,
7.61e+10,Агинский Бурятский округ (Забайкальский край),12,2018,
7.61e+10,Агинский Бурятский округ (Забайкальский край),12,2019,
7.61e+10,Агинский Бурятский округ (Забайкальский край),12,2020,
9.8e+10,Республика Саха (Якутия),1,2006,284
9.8e+10,Республика Саха (Якутия),1,2007,263
9.8e+10,Республика Саха (Якутия),1,2008,284
9.8e+10,Республика Саха (Якутия),1,2009,315
9.8e+10,Республика Саха (Якутия),1,2010,314
9.8e+10,Республика Саха (Якутия),1,2011,326
9.8e+10,Республика Саха (Якутия),1,2012,301
9.8e+10,Республика Саха (Якутия),1,2013,320
9.8e+10,Республика Саха (Якутия),1,2014,379
9.8e+10,Республика Саха (Якутия),1,2015,294
9.8e+10,Республика Саха (Якутия),1,2016,257
9.8e+10,Республика Саха (Якутия),1,2017,325
9.8e+10,Республика Саха (Якутия),1,2018,265
9.8e+10,Республика Саха (Якутия),1,2019,279
9.8e+10,Республика Саха (Якутия),1,2020,226
9.8e+10,Республика Саха (Якутия),2,2006,531
9.8e+10,Республика Саха (Якутия),2,2007,578
9.8e+10,Республика Саха (Якутия),2,2008,491
9.8e+10,Республика Саха (Якутия),2,2009,619
9.8e+10,Республика Саха (Якутия),2,2010,619
9.8e+10,Республика Саха (Якутия),2,2011,618
9.8e+10,Республика Саха (Якутия),2,2012,539
9.8e+10,Республика Саха (Якутия),2,2013,625
9.8e+10,Республика Саха (Якутия),2,2014,640
9.8e+10,Республика Саха (Якутия),2,2015,576
9.8e+10,Республика Саха (Якутия),2,2016,424
9.8e+10,Республика Саха (Якутия),2,2017,545
9.8e+10,Республика Саха (Якутия),2,2018,447
9.8e+10,Республика Саха (Якутия),2,2019,432
9.8e+10,Республика Саха (Якутия),2,2020,590
9.8e+10,Республика Саха (Якутия),3,2006,552
9.8e+10,Республика Саха (Якутия),3,2007,592
9.8e+10,Республика Саха (Якутия),3,2008,600
9.8e+10,Республика Саха (Якутия),3,2009,550
9.8e+10,Республика Саха (Якутия),3,2010,630
9.8e+10,Республика Саха (Якутия),3,2011,672
9.8e+10,Республика Саха (Якутия),3,2012,604
9.8e+10,Республика Саха (Якутия),3,2013,743
9.8e+10,Республика Саха (Якутия),3,2014,608
9.8e+10,Республика Саха (Якутия),3,2015,550
9.8e+10,Республика Саха (Якутия),3,2016,484
9.8e+10,Республика Саха (Якутия),3,2017,572
9.8e+10,Республика Саха (Якутия),3,2018,589
9.8e+10,Республика Саха (Якутия),3,2019,527
9.8e+10,Республика Саха (Якутия),3,2020,434
9.8e+10,Республика Саха (Якутия),4,2006,715
9.8e+10,Республика Саха (Якутия),4,2007,748
9.8e+10,Республика Саха (Якутия),4,2008,670
9.8e+10,Республика Саха (Якутия),4,2009,823
9.8e+10,Республика Саха (Якутия),4,2010,986
9.8e+10,Республика Саха (Якутия),4,2011,869
9.8e+10,Республика Саха (Якутия),4,2012,757
9.8e+10,Республика Саха (Якутия),4,2013,830
9.8e+10,Республика Саха (Якутия),4,2014,791
9.8e+10,Республика Саха (Якутия),4,2015,760
9.8e+10,Республика Саха (Якутия),4,2016,625
9.8e+10,Республика Саха (Якутия),4,2017,580
9.8e+10,Республика Саха (Якутия),4,2018,547
9.8e+10,Республика Саха (Якутия),4,2019,549
9.8e+10,Республика Саха (Якутия),4,2020,252
9.8e+10,Республика Саха (Якутия),5,2006,218
9.8e+10,Республика Саха (Якутия),5,2007,191
9.8e+10,Республика Саха (Якутия),5,2008,257
9.8e+10,Республика Саха (Якутия),5,2009,228
9.8e+10,Республика Саха (Якутия),5,2010,244
9.8e+10,Республика Саха (Якутия),5,2011,233
9.8e+10,Республика Саха (Якутия),5,2012,303
9.8e+10,Республика Саха (Якутия),5,2013,317
9.8e+10,Республика Саха (Якутия),5,2014,327
9.8e+10,Республика Саха (Якутия),5,2015,280
9.8e+10,Республика Саха (Якутия),5,2016,254
9.8e+10,Республика Саха (Якутия),5,2017,286
9.8e+10,Республика Саха (Якутия),5,2018,243
9.8e+10,Республика Саха (Якутия),5,2019,202
9.8e+10,Республика Саха (Якутия),5,2020,113
9.8e+10,Республика Саха (Якутия),6,2006,718
9.8e+10,Республика Саха (Якутия),6,2007,734
9.8e+10,Республика Саха (Якутия),6,2008,638
9.8e+10,Республика Саха (Якутия),6,2009,693
9.8e+10,Республика Саха (Якутия),6,2010,753
9.8e+10,Республика Саха (Якутия),6,2011,770
9.8e+10,Республика Саха (Якутия),6,2012,808
9.8e+10,Республика Саха (Якутия),6,2013,741
9.8e+10,Республика Саха (Якутия),6,2014,755
9.8e+10,Республика Саха (Якутия),6,2015,766
9.8e+10,Республика Саха (Якутия),6,2016,671
9.8e+10,Республика Саха (Якутия),6,2017,710
9.8e+10,Республика Саха (Якутия),6,2018,724
9.8e+10,Республика Саха (Якутия),6,2019,678
9.8e+10,Республика Саха (Якутия),6,2020,310
9.8e+10,Республика Саха (Якутия),7,2006,619
9.8e+10,Республика Саха (Якутия),7,2007,728
9.8e+10,Республика Саха (Якутия),7,2008,599
9.8e+10,Республика Саха (Якутия),7,2009,791
9.8e+10,Республика Саха (Якутия),7,2010,906
9.8e+10,Республика Саха (Якутия),7,2011,838
9.8e+10,Республика Саха (Якутия),7,2012,724
9.8e+10,Республика Саха (Якутия),7,2013,804
9.8e+10,Республика Саха (Якутия),7,2014,811
9.8e+10,Республика Саха (Якутия),7,2015,834
9.8e+10,Республика Саха (Якутия),7,2016,759
9.8e+10,Республика Саха (Якутия),7,2017,830
9.8e+10,Республика Саха (Якутия),7,2018,628
9.8e+10,Республика Саха (Якутия),7,2019,623
9.8e+10,Республика Саха (Якутия),7,2020,452
9.8e+10,Республика Саха (Якутия),8,2006,844
9.8e+10,Республика Саха (Якутия),8,2007,913
9.8e+10,Республика Саха (Якутия),8,2008,1388
9.8e+10,Республика Саха (Якутия),8,2009,1105
9.8e+10,Республика Саха (Якутия),8,2010,986
9.8e+10,Республика Саха (Якутия),8,2011,1030
9.8e+10,Республика Саха (Якутия),8,2012,995
9.8e+10,Республика Саха (Якутия),8,2013,1024
9.8e+10,Республика Саха (Якутия),8,2014,1029
9.8e+10,Республика Саха (Якутия),8,2015,896
9.8e+10,Республика Саха (Якутия),8,2016,803
9.8e+10,Республика Саха (Якутия),8,2017,794
9.8e+10,Республика Саха (Якутия),8,2018,952
9.8e+10,Республика Саха (Якутия),8,2019,788
9.8e+10,Республика Саха (Якутия),8,2020,533
9.8e+10,Республика Саха (Якутия),9,2006,769
9.8e+10,Республика Саха (Якутия),9,2007,765
9.8e+10,Республика Саха (Якутия),9,2008,691
9.8e+10,Республика Саха (Якутия),9,2009,930
9.8e+10,Республика Саха (Якутия),9,2010,717
9.8e+10,Республика Саха (Якутия),9,2011,872
9.8e+10,Республика Саха (Якутия),9,2012,727
9.8e+10,Республика Саха (Якутия),9,2013,776
9.8e+10,Республика Саха (Якутия),9,2014,700
9.8e+10,Республика Саха (Якутия),9,2015,657
9.8e+10,Республика Саха (Якутия),9,2016,601
9.8e+10,Республика Саха (Якутия),9,2017,674
9.8e+10,Республика Саха (Якутия),9,2018,573
9.8e+10,Республика Саха (Якутия),9,2019,592
9.8e+10,Республика Саха (Якутия),9,2020,401
9.8e+10,Республика Саха (Якутия),10,2006,489
9.8e+10,Республика Саха (Якутия),10,2007,526
9.8e+10,Республика Саха (Якутия),10,2008,551
9.8e+10,Республика Саха (Якутия),10,2009,618
9.8e+10,Республика Саха (Якутия),10,2010,757
9.8e+10,Республика Саха (Якутия),10,2011,618
9.8e+10,Республика Саха (Якутия),10,2012,571
9.8e+10,Республика Саха (Якутия),10,2013,622
9.8e+10,Республика Саха (Якутия),10,2014,674
9.8e+10,Республика Саха (Якутия),10,2015,623
9.8e+10,Республика Саха (Якутия),10,2016,470
9.8e+10,Республика Саха (Якутия),10,2017,451
9.8e+10,Республика Саха (Якутия),10,2018,318
9.8e+10,Республика Саха (Якутия),10,2019,476
9.8e+10,Республика Саха (Якутия),10,2020,475
9.8e+10,Республика Саха (Якутия),11,2006,575
9.8e+10,Республика Саха (Якутия),11,2007,722
9.8e+10,Республика Саха (Якутия),11,2008,554
9.8e+10,Республика Саха (Якутия),11,2009,593
9.8e+10,Республика Саха (Якутия),11,2010,620
9.8e+10,Республика Саха (Якутия),11,2011,986
9.8e+10,Республика Саха (Якутия),11,2012,564
9.8e+10,Республика Саха (Якутия),11,2013,649
9.8e+10,Республика Саха (Якутия),11,2014,566
9.8e+10,Республика Саха (Якутия),11,2015,506
9.8e+10,Республика Саха (Якутия),11,2016,436
9.8e+10,Республика Саха (Якутия),11,2017,507
9.8e+10,Республика Саха (Якутия),11,2018,340
9.8e+10,Республика Саха (Якутия),11,2019,576
9.8e+10,Республика Саха (Якутия),11,2020,308
9.8e+10,Республика Саха (Якутия),12,2006,709
9.8e+10,Республика Саха (Якутия),12,2007,1194
9.8e+10,Республика Саха (Якутия),12,2008,685
9.8e+10,Республика Саха (Якутия),12,2009,800
9.8e+10,Республика Саха (Якутия),12,2010,789
9.8e+10,Республика Саха (Якутия),12,2011,1185
9.8e+10,Республика Саха (Якутия),12,2012,987
9.8e+10,Республика Саха (Якутия),12,2013,745
9.8e+10,Республика Саха (Якутия),12,2014,651
9.8e+10,Республика Саха (Якутия),12,2015,926
9.8e+10,Республика Саха (Якутия),12,2016,512
9.8e+10,Республика Саха (Якутия),12,2017,606
9.8e+10,Республика Саха (Якутия),12,2018,404
9.8e+10,Республика Саха (Якутия),12,2019,746
9.8e+10,Республика Саха (Якутия),12,2020,354
3e+10,Камчатский край,1,2006,180
3e+10,Камчатский край,1,2007,206
3e+10,Камчатский край,1,2008,168
3e+10,Камчатский край,1,2009,179
3e+10,Камчатский край,1,2010,183
3e+10,Камчатский край,1,2011,184
3e+10,Камчатский край,1,2012,152
3e+10,Камчатский край,1,2013,163
3e+10,Камчатский край,1,2014,163
3e+10,Камчатский край,1,2015,165
3e+10,Камчатский край,1,2016,137
3e+10,Камчатский край,1,2017,161
3e+10,Камчатский край,1,2018,141
3e+10,Камчатский край,1,2019,149
3e+10,Камчатский край,1,2020,149
3e+10,Камчатский край,2,2006,204
3e+10,Камчатский край,2,2007,186
3e+10,Камчатский край,2,2008,235
3e+10,Камчатский край,2,2009,263
3e+10,Камчатский край,2,2010,220
3e+10,Камчатский край,2,2011,188
3e+10,Камчатский край,2,2012,205
3e+10,Камчатский край,2,2013,171
3e+10,Камчатский край,2,2014,222
3e+10,Камчатский край,2,2015,197
3e+10,Камчатский край,2,2016,164
3e+10,Камчатский край,2,2017,198
3e+10,Камчатский край,2,2018,168
3e+10,Камчатский край,2,2019,185
3e+10,Камчатский край,2,2020,182
3e+10,Камчатский край,3,2006,273
3e+10,Камчатский край,3,2007,237
3e+10,Камчатский край,3,2008,242
3e+10,Камчатский край,3,2009,231
3e+10,Камчатский край,3,2010,248
3e+10,Камчатский край,3,2011,278
3e+10,Камчатский край,3,2012,266
3e+10,Камчатский край,3,2013,290
3e+10,Камчатский край,3,2014,190
3e+10,Камчатский край,3,2015,175
3e+10,Камчатский край,3,2016,200
3e+10,Камчатский край,3,2017,237
3e+10,Камчатский край,3,2018,211
3e+10,Камчатский край,3,2019,233
3e+10,Камчатский край,3,2020,182
3e+10,Камчатский край,4,2006,261
3e+10,Камчатский край,4,2007,299
3e+10,Камчатский край,4,2008,310
3e+10,Камчатский край,4,2009,290
3e+10,Камчатский край,4,2010,282
3e+10,Камчатский край,4,2011,241
3e+10,Камчатский край,4,2012,270
3e+10,Камчатский край,4,2013,235
3e+10,Камчатский край,4,2014,263
3e+10,Камчатский край,4,2015,236
3e+10,Камчатский край,4,2016,196
3e+10,Камчатский край,4,2017,196
3e+10,Камчатский край,4,2018,191
3e+10,Камчатский край,4,2019,188
3e+10,Камчатский край,4,2020,77
3e+10,Камчатский край,5,2006,112
3e+10,Камчатский край,5,2007,151
3e+10,Камчатский край,5,2008,145
3e+10,Камчатский край,5,2009,178
3e+10,Камчатский край,5,2010,148
3e+10,Камчатский край,5,2011,160
3e+10,Камчатский край,5,2012,133
3e+10,Камчатский край,5,2013,140
3e+10,Камчатский край,5,2014,119
3e+10,Камчатский край,5,2015,127
3e+10,Камчатский край,5,2016,119
3e+10,Камчатский край,5,2017,138
3e+10,Камчатский край,5,2018,114
3e+10,Камчатский край,5,2019,122
3e+10,Камчатский край,5,2020,39
3e+10,Камчатский край,6,2006,301
3e+10,Камчатский край,6,2007,338
3e+10,Камчатский край,6,2008,303
3e+10,Камчатский край,6,2009,315
3e+10,Камчатский край,6,2010,316
3e+10,Камчатский край,6,2011,294
3e+10,Камчатский край,6,2012,303
3e+10,Камчатский край,6,2013,301
3e+10,Камчатский край,6,2014,297
3e+10,Камчатский край,6,2015,276
3e+10,Камчатский край,6,2016,257
3e+10,Камчатский край,6,2017,274
3e+10,Камчатский край,6,2018,239
3e+10,Камчатский край,6,2019,217
3e+10,Камчатский край,6,2020,173
3e+10,Камчатский край,7,2006,270
3e+10,Камчатский край,7,2007,315
3e+10,Камчатский край,7,2008,301
3e+10,Камчатский край,7,2009,373
3e+10,Камчатский край,7,2010,358
3e+10,Камчатский край,7,2011,341
3e+10,Камчатский край,7,2012,273
3e+10,Камчатский край,7,2013,308
3e+10,Камчатский край,7,2014,321
3e+10,Камчатский край,7,2015,310
3e+10,Камчатский край,7,2016,306
3e+10,Камчатский край,7,2017,263
3e+10,Камчатский край,7,2018,223
3e+10,Камчатский край,7,2019,239
3e+10,Камчатский край,7,2020,253
3e+10,Камчатский край,8,2006,299
3e+10,Камчатский край,8,2007,337
3e+10,Камчатский край,8,2008,414
3e+10,Камчатский край,8,2009,334
3e+10,Камчатский край,8,2010,294
3e+10,Камчатский край,8,2011,371
3e+10,Камчатский край,8,2012,375
3e+10,Камчатский край,8,2013,363
3e+10,Камчатский край,8,2014,348
3e+10,Камчатский край,8,2015,344
3e+10,Камчатский край,8,2016,254
3e+10,Камчатский край,8,2017,288
3e+10,Камчатский край,8,2018,353
3e+10,Камчатский край,8,2019,270
3e+10,Камчатский край,8,2020,242
3e+10,Камчатский край,9,2006,395
3e+10,Камчатский край,9,2007,346
3e+10,Камчатский край,9,2008,314
3e+10,Камчатский край,9,2009,353
3e+10,Камчатский край,9,2010,365
3e+10,Камчатский край,9,2011,381
3e+10,Камчатский край,9,2012,340
3e+10,Камчатский край,9,2013,345
3e+10,Камчатский край,9,2014,308
3e+10,Камчатский край,9,2015,347
3e+10,Камчатский край,9,2016,329
3e+10,Камчатский край,9,2017,338
3e+10,Камчатский край,9,2018,249
3e+10,Камчатский край,9,2019,274
3e+10,Камчатский край,9,2020,257
3e+10,Камчатский край,10,2006,298
3e+10,Камчатский край,10,2007,348
3e+10,Камчатский край,10,2008,370
3e+10,Камчатский край,10,2009,355
3e+10,Камчатский край,10,2010,370
3e+10,Камчатский край,10,2011,316
3e+10,Камчатский край,10,2012,312
3e+10,Камчатский край,10,2013,304
3e+10,Камчатский край,10,2014,328
3e+10,Камчатский край,10,2015,317
3e+10,Камчатский край,10,2016,266
3e+10,Камчатский край,10,2017,219
3e+10,Камчатский край,10,2018,187
3e+10,Камчатский край,10,2019,242
3e+10,Камчатский край,10,2020,247
3e+10,Камчатский край,11,2006,297
3e+10,Камчатский край,11,2007,324
3e+10,Камчатский край,11,2008,237
3e+10,Камчатский край,11,2009,273
3e+10,Камчатский край,11,2010,260
3e+10,Камчатский край,11,2011,321
3e+10,Камчатский край,11,2012,262
3e+10,Камчатский край,11,2013,278
3e+10,Камчатский край,11,2014,221
3e+10,Камчатский край,11,2015,218
3e+10,Камчатский край,11,2016,250
3e+10,Камчатский край,11,2017,224
3e+10,Камчатский край,11,2018,134
3e+10,Камчатский край,11,2019,225
3e+10,Камчатский край,11,2020,199
3e+10,Камчатский край,12,2006,349
3e+10,Камчатский край,12,2007,375
3e+10,Камчатский край,12,2008,242
3e+10,Камчатский край,12,2009,304
3e+10,Камчатский край,12,2010,283
3e+10,Камчатский край,12,2011,383
3e+10,Камчатский край,12,2012,319
3e+10,Камчатский край,12,2013,287
3e+10,Камчатский край,12,2014,274
3e+10,Камчатский край,12,2015,266
3e+10,Камчатский край,12,2016,226
3e+10,Камчатский край,12,2017,238
3e+10,Камчатский край,12,2018,115
3e+10,Камчатский край,12,2019,217
3e+10,Камчатский край,12,2020,190
3.01e+10,"Корякский округ, входящий в состав Камчатского края",1,2006,8
3.01e+10,"Корякский округ, входящий в состав Камчатского края",1,2007,7
3.01e+10,"Корякский округ, входящий в состав Камчатского края",1,2008,8
3.01e+10,"Корякский округ, входящий в состав Камчатского края",1,2009,10
3.01e+10,"Корякский округ, входящий в состав Камчатского края",1,2010,6
3.01e+10,"Корякский округ, входящий в состав Камчатского края",1,2011,
3.01e+10,"Корякский округ, входящий в состав Камчатского края",1,2012,
3.01e+10,"Корякский округ, входящий в состав Камчатского края",1,2013,
3.01e+10,"Корякский округ, входящий в состав Камчатского края",1,2014,
3.01e+10,"Корякский округ, входящий в состав Камчатского края",1,2015,
3.01e+10,"Корякский округ, входящий в состав Камчатского края",1,2016,
3.01e+10,"Корякский округ, входящий в состав Камчатского края",1,2017,
3.01e+10,"Корякский округ, входящий в состав Камчатского края",1,2018,
3.01e+10,"Корякский округ, входящий в состав Камчатского края",1,2019,
3.01e+10,"Корякский округ, входящий в состав Камчатского края",1,2020,
3.01e+10,"Корякский округ, входящий в состав Камчатского края",2,2006,6
3.01e+10,"Корякский округ, входящий в состав Камчатского края",2,2007,7
3.01e+10,"Корякский округ, входящий в состав Камчатского края",2,2008,7
3.01e+10,"Корякский округ, входящий в состав Камчатского края",2,2009,8
3.01e+10,"Корякский округ, входящий в состав Камчатского края",2,2010,6
3.01e+10,"Корякский округ, входящий в состав Камчатского края",2,2011,
3.01e+10,"Корякский округ, входящий в состав Камчатского края",2,2012,
3.01e+10,"Корякский округ, входящий в состав Камчатского края",2,2013,
3.01e+10,"Корякский округ, входящий в состав Камчатского края",2,2014,
3.01e+10,"Корякский округ, входящий в состав Камчатского края",2,2015,
3.01e+10,"Корякский округ, входящий в состав Камчатского края",2,2016,
3.01e+10,"Корякский округ, входящий в состав Камчатского края",2,2017,
3.01e+10,"Корякский округ, входящий в состав Камчатского края",2,2018,
3.01e+10,"Корякский округ, входящий в состав Камчатского края",2,2019,
3.01e+10,"Корякский округ, входящий в состав Камчатского края",2,2020,
3.01e+10,"Корякский округ, входящий в состав Камчатского края",3,2006,12
3.01e+10,"Корякский округ, входящий в состав Камчатского края",3,2007,6
3.01e+10,"Корякский округ, входящий в состав Камчатского края",3,2008,9
3.01e+10,"Корякский округ, входящий в состав Камчатского края",3,2009,9
3.01e+10,"Корякский округ, входящий в состав Камчатского края",3,2010,14
3.01e+10,"Корякский округ, входящий в состав Камчатского края",3,2011,
3.01e+10,"Корякский округ, входящий в состав Камчатского края",3,2012,
3.01e+10,"Корякский округ, входящий в состав Камчатского края",3,2013,
3.01e+10,"Корякский округ, входящий в состав Камчатского края",3,2014,
3.01e+10,"Корякский округ, входящий в состав Камчатского края",3,2015,
3.01e+10,"Корякский округ, входящий в состав Камчатского края",3,2016,
3.01e+10,"Корякский округ, входящий в состав Камчатского края",3,2017,
3.01e+10,"Корякский округ, входящий в состав Камчатского края",3,2018,
3.01e+10,"Корякский округ, входящий в состав Камчатского края",3,2019,
3.01e+10,"Корякский округ, входящий в состав Камчатского края",3,2020,
3.01e+10,"Корякский округ, входящий в состав Камчатского края",4,2006,3
3.01e+10,"Корякский округ, входящий в состав Камчатского края",4,2007,11
3.01e+10,"Корякский округ, входящий в состав Камчатского края",4,2008,13
3.01e+10,"Корякский округ, входящий в состав Камчатского края",4,2009,12
3.01e+10,"Корякский округ, входящий в состав Камчатского края",4,2010,15
3.01e+10,"Корякский округ, входящий в состав Камчатского края",4,2011,
3.01e+10,"Корякский округ, входящий в состав Камчатского края",4,2012,
3.01e+10,"Корякский округ, входящий в состав Камчатского края",4,2013,
3.01e+10,"Корякский округ, входящий в состав Камчатского края",4,2014,
3.01e+10,"Корякский округ, входящий в состав Камчатского края",4,2015,
3.01e+10,"Корякский округ, входящий в состав Камчатского края",4,2016,
3.01e+10,"Корякский округ, входящий в состав Камчатского края",4,2017,
3.01e+10,"Корякский округ, входящий в состав Камчатского края",4,2018,
3.01e+10,"Корякский округ, входящий в состав Камчатского края",4,2019,
3.01e+10,"Корякский округ, входящий в состав Камчатского края",4,2020,
3.01e+10,"Корякский округ, входящий в состав Камчатского края",5,2006,7
3.01e+10,"Корякский округ, входящий в состав Камчатского края",5,2007,7
3.01e+10,"Корякский округ, входящий в состав Камчатского края",5,2008,9
3.01e+10,"Корякский округ, входящий в состав Камчатского края",5,2009,3
3.01e+10,"Корякский округ, входящий в состав Камчатского края",5,2010,1
3.01e+10,"Корякский округ, входящий в состав Камчатского края",5,2011,
3.01e+10,"Корякский округ, входящий в состав Камчатского края",5,2012,
3.01e+10,"Корякский округ, входящий в состав Камчатского края",5,2013,
3.01e+10,"Корякский округ, входящий в состав Камчатского края",5,2014,
3.01e+10,"Корякский округ, входящий в состав Камчатского края",5,2015,
3.01e+10,"Корякский округ, входящий в состав Камчатского края",5,2016,
3.01e+10,"Корякский округ, входящий в состав Камчатского края",5,2017,
3.01e+10,"Корякский округ, входящий в состав Камчатского края",5,2018,
3.01e+10,"Корякский округ, входящий в состав Камчатского края",5,2019,
3.01e+10,"Корякский округ, входящий в состав Камчатского края",5,2020,
3.01e+10,"Корякский округ, входящий в состав Камчатского края",6,2006,8
3.01e+10,"Корякский округ, входящий в состав Камчатского края",6,2007,12
3.01e+10,"Корякский округ, входящий в состав Камчатского края",6,2008,6
3.01e+10,"Корякский округ, входящий в состав Камчатского края",6,2009,13
3.01e+10,"Корякский округ, входящий в состав Камчатского края",6,2010,13
3.01e+10,"Корякский округ, входящий в состав Камчатского края",6,2011,
